order Id,order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD13203,2024-04-09,2024-04-15,CUST850,Julie Chan,Corporate,PROD16792,Keyboard,Electronics,North,Nebraska,Clarkside,10,49209,0,492090.0,399083.32,93006.68,Credit Card,Delivered,Peterson-Knight,desireereeves@ball.com,14,No,0
ORD13204,2025-01-06,2025-01-13,CUST891,Steven Flores,Home Office,PROD12456,Rice Bag,Grocery,South,Oregon,West Debra,1,443,5,420.85,341.1,79.75,Net Banking,Returned,Brown PLC,dnunez@johnson.com,15,No,0
ORD13205,2025-12-01,2025-12-05,CUST908,Amanda Adams,Consumer,PROD12283,Notebook,Office Supplies,North,Texas,Pearsonville,8,530,15,3604.0,1758.01,1845.99,UPI,Pending,Kim and Sons,sancheztara@goodman.com,25,No,0
ORD13206,2024-07-07,2024-07-08,CUST475,Charles Roberts,Corporate,PROD11619,Study Table,Furniture,North,North Carolina,Lake Steveview,6,11976,20,57484.8,44976.69,12508.11,Credit Card,Pending,"White, Richards and Griffith",jacobsnyder@griffin.com,23,No,0
ORD13207,2025-06-27,2025-07-02,CUST424,Robert Cox,Corporate,PROD12071,Calculater,Office Supplies,North,North Dakota,North Laura,8,1102,5,8375.2,4453.23,3921.97,UPI,Pending,Mcdaniel Inc,stacie12@peterson.com,23,No,0
ORD13208,2025-07-23,2025-07-30,CUST218,Sara Conner,Consumer,PROD16612,Mouse,Electronics,North,Montana,Romeroburgh,8,49646,0,397168.0,336859.93,60308.07,Credit Card,Delivered,"Ross, Mills and Smith",nswanson@carter.com,27,No,0
ORD13209,2024-09-19,2024-09-22,CUST563,Patrick Ford,Consumer,PROD12062,Notebook,Office Supplies,North,Vermont,East Joshua,2,1712,20,2739.2,1489.76,1249.44,UPI,Delivered,Robertson Group,jennifer22@allen.biz,1,Yes,46
ORD13210,2024-09-23,2024-09-28,CUST758,Charles Lowery,Corporate,PROD13770,Study Table,Furniture,North,Kentucky,West Josephchester,1,8180,25,6135.0,4833.72,1301.28,Net Banking,Returned,"Alexander, Miller and Small",alexander99@white.com,48,No,0
ORD13211,2025-03-04,2025-03-06,CUST308,Brenda Torres,Home Office,PROD18128,BookSelf,Furniture,North,New Mexico,Nicholasberg,5,19645,15,83491.25,46625.03,36866.22,Net Banking,Returned,"Porter, Herrera and Hill",mhess@brown.net,22,No,0
ORD13212,2024-11-09,2024-11-13,CUST909,Dylan Clark,Corporate,PROD11550,Moniter,Electronics,North,South Dakota,Lake John,10,15033,20,120264.0,102047.14,18216.86,UPI,Pending,Lopez-Trevino,katherine20@harris-phillips.biz,14,No,0
ORD13213,2026-01-03,2026-01-05,CUST911,Jeff Medina,Consumer,PROD15803,Keyboard,Electronics,South,Louisiana,Williamborough,9,41368,20,297849.6,268220.6,29629.0,Cash,Pending,Blake-Fernandez,emilysandoval@bates.com,33,No,0
ORD13214,2024-05-31,2024-06-03,CUST153,Jeffrey Wong,Consumer,PROD19072,Notebook,Office Supplies,South,Maine,Mariatown,2,927,15,1575.9,1013.11,562.79,Net Banking,Returned,Perez and Sons,youngtheresa@case-ray.com,42,No,0
ORD13215,2025-02-06,2025-02-09,CUST900,David Miranda,Consumer,PROD16601,Keyboard,Electronics,South,Pennsylvania,Michelleville,4,36309,25,108927.0,91807.45,17119.55,Cash,Returned,"Jackson, Hall and Boone",anthonysanders@turner-henderson.com,25,No,0
ORD13216,2025-12-20,2025-12-27,CUST453,Derrick Allen,Consumer,PROD18473,Moniter,Electronics,East,Delaware,Port Monica,7,21250,15,126437.5,110883.0,15554.5,UPI,Returned,"Carter, Dalton and Hernandez",aarnold@villanueva-lopez.com,20,No,0
ORD13217,2024-12-05,2024-12-06,CUST757,Jessica Ramirez,Corporate,PROD15410,Office Chair,Furniture,West,Louisiana,Carrburgh,9,17970,15,137470.5,83242.35,54228.15,UPI,Delivered,"Wright, Carey and Rodriguez",murrayclaire@murray.net,22,No,0
ORD13218,2025-09-05,2025-09-06,CUST890,Matthew Williams,Corporate,PROD16796,Mouse,Electronics,South,Georgia,North Monica,9,27456,10,222393.6,190002.0,32391.6,Credit Card,Cancelled,Davies-Boyd,qgomez@brooks.net,48,No,0
ORD13219,2024-10-16,2024-10-17,CUST686,Grace Foster,Consumer,PROD19534,Calculater,Office Supplies,East,California,North Taylorfurt,1,326,20,260.8,132.81,127.99,Credit Card,Returned,Santos-Nolan,jlawrence@rogers.com,36,No,0
ORD13220,2024-06-02,2024-06-05,CUST284,Jodi Cisneros,Home Office,PROD17928,Moniter,Electronics,East,Arkansas,Tylerton,3,28260,5,80541.0,69843.98,10697.02,UPI,Returned,Sandoval PLC,lstevens@perry.com,10,No,0
ORD13221,2025-05-19,2025-05-26,CUST156,Christopher Wolf,Home Office,PROD19663,Keyboard,Electronics,North,Ohio,Singhville,7,29752,25,156198.0,129290.8,26907.2,Cash,Delivered,Jensen-Reed,rachel09@george.org,20,No,0
ORD13222,2025-12-15,2025-12-16,CUST655,Diamond Gonzales,Consumer,PROD16063,Laptop,Electronics,East,South Dakota,Port Lauramouth,4,15153,25,45459.0,38168.51,7290.49,Net Banking,Cancelled,Key-Barnett,douglas64@shea.com,9,Yes,25
ORD13223,2024-07-24,2024-07-27,CUST240,Kelly Roberts,Corporate,PROD15432,Pen,Office Supplies,West,Maine,Bryantland,1,1984,15,1686.4,760.44,925.96,UPI,Cancelled,Jackson Group,rroach@benson-stewart.com,6,Yes,50
ORD13224,2025-04-06,2025-04-10,CUST137,Joseph Wallace,Home Office,PROD17142,Notebook,Office Supplies,South,Louisiana,North Amyborough,1,1838,5,1746.1,717.38,1028.72,Cash,Pending,"Gordon, Zamora and Barker",rdodson@davis-richardson.biz,46,No,0
ORD13225,2025-12-17,2025-12-24,CUST924,Jennifer Ray,Home Office,PROD11505,Office Chair,Furniture,North,New Jersey,Gailburgh,10,18989,15,161406.5,86151.69,75254.81,UPI,Pending,"Mccall, Bell and Galvan",brandtvanessa@santiago-vega.com,3,Yes,43
ORD13226,2024-08-23,2024-08-30,CUST957,Jason Gonzalez,Consumer,PROD12556,Rice Bag,Grocery,South,Arizona,West Sean,1,717,10,645.3,538.91,106.39,Net Banking,Cancelled,Wallace and Sons,lvega@massey.com,2,Yes,49
ORD13227,2025-01-18,2025-01-25,CUST403,Alexandra Williams,Corporate,PROD14098,Keyboard,Electronics,North,North Dakota,West Paul,2,34671,15,58940.7,47257.37,11683.33,UPI,Pending,Fitzpatrick Inc,thomaslaura@rodriguez.com,25,No,0
ORD13228,2025-06-08,2025-06-14,CUST432,Jill Clark,Home Office,PROD18246,Pen,Office Supplies,South,Vermont,Jasonchester,10,1136,15,9656.0,6103.59,3552.41,Credit Card,Cancelled,Hatfield Group,laurenhoffman@thompson.info,33,No,0
ORD13229,2026-03-21,2026-03-28,CUST358,Michael Farmer,Consumer,PROD19613,Cooking Oil,Grocery,North,Arizona,North Michael,5,843,5,4004.25,3477.88,526.37,Cash,Returned,"Simpson, Wilson and Archer",michaeldavidson@villanueva.net,1,Yes,29
ORD13230,2025-04-16,2025-04-22,CUST238,Reginald Castro,Home Office,PROD18979,Calculater,Office Supplies,East,Wyoming,West Andreaport,9,1783,5,15244.65,9592.92,5651.73,Credit Card,Returned,"Murray, Dunn and Bennett",jonathan29@riddle.com,20,No,0
ORD13231,2024-07-28,2024-07-30,CUST393,Jessica Howell,Corporate,PROD18916,Dining Table,Furniture,North,Iowa,Russellton,3,16885,10,45589.5,36469.3,9120.2,Cash,Returned,Lewis Inc,smiller@mullins.com,46,No,0
ORD13232,2025-02-11,2025-02-14,CUST685,Kimberly Anderson,Corporate,PROD11453,Calculater,Office Supplies,West,Delaware,Butlermouth,1,963,20,770.4,485.48,284.92,UPI,Delivered,Blanchard-Christensen,christiancynthia@miles.com,16,No,0
ORD13233,2025-01-04,2025-01-05,CUST362,Lance Stewart,Consumer,PROD12864,Office Chair,Furniture,South,Nevada,East Debbietown,3,15434,15,39356.7,28038.97,11317.73,Credit Card,Pending,Howard-Scott,tracy66@williams-underwood.org,1,Yes,50
ORD13234,2026-02-12,2026-02-16,CUST470,Scott Knight,Corporate,PROD18373,Cooking Oil,Grocery,West,Rhode Island,Port James,3,397,25,893.25,763.89,129.36,UPI,Delivered,Grant Group,hensleydarrell@cooper-cooley.com,8,Yes,40
ORD13235,2025-07-24,2025-07-25,CUST986,Judy Sanchez,Corporate,PROD17548,Mouse,Electronics,North,North Carolina,Lake Mary,10,21000,15,178500.0,156347.21,22152.79,UPI,Delivered,"Griffin, Mathis and Stewart",calvin76@gonzalez.com,2,Yes,20
ORD13236,2025-10-15,2025-10-22,CUST788,Cathy Edwards,Home Office,PROD11698,Cooking Oil,Grocery,South,Wisconsin,Port Micheal,7,717,15,4266.15,3783.01,483.14,Cash,Returned,Knight-Hernandez,kingsavannah@clarke.com,41,No,0
ORD13237,2025-11-01,2025-11-02,CUST451,Brittany Giles,Corporate,PROD17685,Stapler,Office Supplies,West,Rhode Island,Hernandezland,8,1956,5,14865.6,7938.13,6927.47,Net Banking,Pending,Moore-Johnson,ylowery@clements.info,32,No,0
ORD13238,2025-12-20,2025-12-27,CUST456,Kelly Allen,Consumer,PROD15456,Cooking Oil,Grocery,East,Ohio,Markberg,2,104,5,197.6,166.2,31.4,Cash,Pending,"Taylor, Oliver and Ho",ecooke@gutierrez.info,33,No,0
ORD13239,2025-08-21,2025-08-22,CUST156,Crystal Aguilar,Home Office,PROD14750,Sugar,Grocery,West,Alabama,Bobbyshire,7,668,15,3974.6,3361.28,613.32,Credit Card,Pending,Houston and Sons,nwood@cunningham.com,16,No,0
ORD13240,2024-04-27,2024-05-04,CUST500,Debra Clark,Corporate,PROD13600,Keyboard,Electronics,South,Oregon,North Brandy,3,35716,5,101790.6,84615.67,17174.93,Net Banking,Returned,Ashley-Dickerson,romerostephen@walker.com,17,No,0
ORD13241,2025-04-16,2025-04-18,CUST845,Benjamin Rios,Home Office,PROD14601,Moniter,Electronics,North,Oklahoma,Johnsfurt,6,22529,5,128415.3,104666.98,23748.32,UPI,Cancelled,"Hart, Liu and White",lmorgan@mendoza.net,27,No,0
ORD13242,2026-01-01,2026-01-08,CUST438,Heather Haynes,Consumer,PROD15918,Moniter,Electronics,West,Alabama,East Marvinstad,3,34421,5,98099.85,81813.21,16286.64,Cash,Cancelled,Hicks-Simmons,nicole91@lamb-gray.com,27,No,0
ORD13243,2025-10-24,2025-10-31,CUST743,Ricardo Schneider,Home Office,PROD11751,Calculater,Office Supplies,South,Hawaii,South Mary,3,1716,15,4375.8,2410.75,1965.05,Credit Card,Returned,Clark-Ross,charles49@brown-powers.com,6,Yes,31
ORD13244,2025-11-30,2025-12-04,CUST951,Brian Cannon,Corporate,PROD11118,Calculater,Office Supplies,North,Pennsylvania,Lake Brett,4,1287,25,3861.0,2008.44,1852.56,UPI,Pending,Patterson-Lopez,andreakelley@miller.com,27,No,0
ORD13245,2025-06-01,2025-06-05,CUST359,Leah Marquez,Consumer,PROD12505,Pen,Office Supplies,North,Kentucky,South William,4,1143,15,3886.2,2547.55,1338.65,UPI,Returned,"Williams, Best and Trujillo",nicholas27@mclean-smith.biz,15,No,0
ORD13246,2024-12-11,2024-12-14,CUST887,Anthony Alexander,Home Office,PROD11090,Snacks,Grocery,North,Colorado,Lake Benjamin,7,774,25,4063.5,3447.81,615.69,Cash,Delivered,Johnson Ltd,joelmiddleton@freeman.info,42,No,0
ORD13247,2025-03-29,2025-03-30,CUST399,Brian Smith,Consumer,PROD15434,Rice Bag,Grocery,North,South Dakota,North Meganview,8,308,25,1848.0,1503.86,344.14,Credit Card,Returned,Crosby PLC,katherinewatson@silva.com,14,No,0
ORD13248,2026-03-03,2026-03-07,CUST221,Jason Bradshaw,Corporate,PROD16298,Headphones,Electronics,North,New Hampshire,New Dan,3,45901,5,130817.85,114125.74,16692.11,Credit Card,Cancelled,"Stewart, Webb and Alvarado",fshah@hatfield.com,16,No,0
ORD13249,2024-10-27,2024-10-28,CUST753,Lisa Hayes,Home Office,PROD19489,Study Table,Furniture,North,Vermont,East Kathleenside,2,15564,20,24902.4,16645.0,8257.4,Cash,Delivered,Baker Ltd,ortegamark@sheppard.com,6,Yes,30
ORD13250,2025-02-17,2025-02-20,CUST923,Rachel Wood,Corporate,PROD19456,Sofa,Furniture,South,Alabama,East Michelle,7,12890,25,67672.5,39180.88,28491.62,Cash,Delivered,"Boyd, Ruiz and Hunt",erica78@spears.org,33,No,0
ORD13251,2024-08-31,2024-09-02,CUST837,Megan Smith,Home Office,PROD11566,Moniter,Electronics,North,Wisconsin,Lake Matthewside,1,24290,15,20646.5,19032.06,1614.44,Cash,Cancelled,Hamilton PLC,youngkristen@hodges.com,47,No,0
ORD13252,2024-04-18,2024-04-25,CUST311,Richard Brewer,Home Office,PROD15921,Sugar,Grocery,East,Kentucky,Lydiaville,2,517,25,775.5,666.4,109.1,UPI,Returned,Baldwin Ltd,staffordcourtney@hernandez.net,26,No,0
ORD13253,2025-02-18,2025-02-23,CUST813,Andrea Olsen,Corporate,PROD17664,Laptop,Electronics,South,Louisiana,Samuelview,7,35538,15,211451.1,173936.81,37514.29,Net Banking,Delivered,Brown PLC,jdavis@miles.net,31,No,0
ORD13254,2026-01-21,2026-01-26,CUST305,Maria Shields,Home Office,PROD14422,Office Chair,Furniture,North,Colorado,Jameston,3,8219,0,24657.0,13513.94,11143.06,UPI,Delivered,Foster-Burns,roberthansen@goodman.biz,17,No,0
ORD13255,2025-06-19,2025-06-23,CUST198,Timothy Jenkins,Consumer,PROD17152,Pen,Office Supplies,North,Oklahoma,Coxside,7,1315,20,7364.0,3776.22,3587.78,UPI,Delivered,Jackson Group,xfuller@white.net,17,No,0
ORD13256,2026-01-11,2026-01-12,CUST578,Zachary Johnson,Consumer,PROD13086,Snacks,Grocery,North,Iowa,New Ginaburgh,8,82,25,492.0,439.34,52.66,UPI,Returned,Lutz and Sons,julie14@miller-oconnell.com,6,Yes,33
ORD13257,2025-04-20,2025-04-26,CUST413,Mark Hill,Home Office,PROD14218,Rice Bag,Grocery,West,Hawaii,Jamesfort,1,712,5,676.4,603.5,72.9,Net Banking,Delivered,Meyer Group,fklein@watson.org,3,Yes,46
ORD13258,2025-07-03,2025-07-08,CUST406,Ashley Finley,Home Office,PROD16905,Cooking Oil,Grocery,West,Vermont,Morganview,2,443,20,708.8,620.93,87.87,Net Banking,Delivered,"Leblanc, Mata and Mckinney",brownkelly@white.com,12,No,0
ORD13259,2024-09-23,2024-09-26,CUST932,Frank Powell,Consumer,PROD17346,Rice Bag,Grocery,North,Illinois,South Donnastad,7,571,10,3597.3,2980.47,616.83,Cash,Delivered,Smith-Allen,gwatson@hart.com,44,No,0
ORD13260,2024-04-08,2024-04-09,CUST992,David Cook,Consumer,PROD14241,Juice Pack,Grocery,West,Alabama,South Robin,5,562,20,2248.0,1859.77,388.23,Net Banking,Cancelled,Brandt-Macias,montesmary@todd.com,28,No,0
ORD13261,2024-12-17,2024-12-20,CUST829,James Coleman,Consumer,PROD14877,Notebook,Office Supplies,South,Colorado,Lake Nancymouth,6,1988,0,11928.0,8186.61,3741.39,Cash,Cancelled,Banks and Sons,sheltonstephen@huang.org,3,Yes,31
ORD13262,2024-09-15,2024-09-16,CUST383,Evelyn Murphy,Corporate,PROD17340,Mouse,Electronics,North,Alabama,Dianetown,5,11395,15,48428.75,41553.16,6875.59,Credit Card,Delivered,Henry-Ramirez,griffinsteven@walsh-peters.com,22,No,0
ORD13263,2024-12-02,2024-12-08,CUST446,Kyle Mcclure,Consumer,PROD14948,File Folder,Office Supplies,East,Mississippi,Kevinbury,9,1924,0,17316.0,7479.09,9836.91,UPI,Pending,"Williams, Williams and Glover",elizabethrodriguez@hernandez-bruce.com,18,No,0
ORD13264,2025-04-23,2025-04-26,CUST521,Amanda Cain,Consumer,PROD19706,Keyboard,Electronics,North,Missouri,Lake John,6,41535,20,199368.0,177048.13,22319.87,Cash,Delivered,Washington-Torres,michael71@powell.biz,10,No,0
ORD13265,2025-03-01,2025-03-03,CUST301,Sarah Rodriguez,Corporate,PROD12605,Laptop,Electronics,North,North Carolina,Dylanville,5,12104,10,54468.0,44757.14,9710.86,Credit Card,Delivered,Parsons-Reyes,monicamiller@snow-jennings.com,34,No,0
ORD13266,2026-03-26,2026-04-01,CUST343,Frederick Ellis,Consumer,PROD19991,Keyboard,Electronics,South,Kentucky,Port Maria,1,10010,10,9009.0,7806.2,1202.8,Cash,Cancelled,"Reynolds, Williams and Kelly",warnerbrian@morris.com,8,Yes,44
ORD13267,2025-04-03,2025-04-04,CUST563,Michael Howard,Corporate,PROD19452,Cooking Oil,Grocery,North,Texas,Fosterport,4,124,25,372.0,307.01,64.99,Cash,Delivered,Soto-White,peterreid@gomez.com,30,No,0
ORD13268,2024-10-06,2024-10-09,CUST469,John Flores,Corporate,PROD14098,Keyboard,Electronics,South,Nebraska,Pattyland,5,41120,15,174760.0,159063.62,15696.38,Credit Card,Returned,Perez and Sons,ambermiller@wilkins-williams.biz,40,No,0
ORD13269,2026-02-18,2026-02-21,CUST865,Brian Lee,Home Office,PROD19107,Cooking Oil,Grocery,North,Arkansas,East Anthony,7,516,5,3431.4,2740.47,690.93,UPI,Pending,"Wyatt, Duncan and Chapman",fbrady@simon.org,12,No,0
ORD13270,2024-10-06,2024-10-11,CUST118,John Harris,Corporate,PROD16024,Rice Bag,Grocery,South,Maine,North Williamview,7,65,25,341.25,307.09,34.16,Credit Card,Returned,Price PLC,michaeldavis@gray-brooks.com,7,Yes,36
ORD13271,2025-06-02,2025-06-06,CUST282,Jeffery Horton,Corporate,PROD16915,Notebook,Office Supplies,North,Arkansas,East Alexander,7,101,10,636.3,337.27,299.03,Credit Card,Cancelled,Johnston-Gonzalez,scott09@davies.com,8,Yes,47
ORD13272,2024-08-20,2024-08-22,CUST607,Lauren Hanson,Corporate,PROD19839,File Folder,Office Supplies,West,Louisiana,Lake Kevinshire,6,1538,20,7382.4,3738.09,3644.31,Credit Card,Pending,"Greene, Chambers and Sloan",heather34@mosley-morton.com,44,No,0
ORD13273,2024-11-29,2024-11-30,CUST132,Cheryl Park,Consumer,PROD17636,Study Table,Furniture,North,South Carolina,Castanedaport,10,9908,15,84218.0,61274.04,22943.96,Cash,Cancelled,Reynolds-Johnson,justin53@galloway-mann.org,46,No,0
ORD13274,2024-05-28,2024-05-29,CUST357,Jane Dean,Corporate,PROD12610,Keyboard,Electronics,West,Indiana,Lake Angela,9,25102,10,203326.2,174625.3,28700.9,Net Banking,Cancelled,Moore Inc,dwalker@carroll.com,27,No,0
ORD13275,2024-09-12,2024-09-14,CUST157,Jeffrey Patel,Corporate,PROD14154,Sofa,Furniture,West,Delaware,East Jean,3,12912,10,34862.4,18466.04,16396.36,Credit Card,Delivered,"Moore, Manning and Olsen",kmarshall@mills.com,49,No,0
ORD13276,2025-02-13,2025-02-19,CUST701,Stephanie Hall,Consumer,PROD16973,Moniter,Electronics,North,North Dakota,Jamesstad,6,35915,20,172392.0,144005.7,28386.3,UPI,Returned,"Smith, Taylor and Pollard",christopher80@gould-floyd.com,9,Yes,42
ORD13277,2024-06-30,2024-07-05,CUST956,Juan Briggs,Home Office,PROD13999,Keyboard,Electronics,South,Rhode Island,Cindyton,5,21176,15,89998.0,77433.21,12564.79,Cash,Cancelled,Hamilton Group,brownstephen@robinson.com,1,Yes,48
ORD13278,2025-08-22,2025-08-24,CUST969,James Bishop,Corporate,PROD11871,Office Chair,Furniture,South,New Mexico,Jenniferfort,10,5669,20,45352.0,23613.12,21738.88,Net Banking,Returned,Rodgers-Johnson,fernandezaaron@fleming.com,7,Yes,32
ORD13279,2024-07-23,2024-07-26,CUST702,Charles King,Home Office,PROD17452,Notebook,Office Supplies,East,New Mexico,West Adammouth,1,1601,0,1601.0,1086.38,514.62,Net Banking,Pending,"Chase, Clark and Smith",robertoneal@williams-pacheco.com,21,No,0
ORD13280,2024-08-01,2024-08-03,CUST731,Laura Gillespie,Corporate,PROD13815,Sofa,Furniture,East,Missouri,South Sarah,10,7319,5,69530.5,44427.99,25102.51,UPI,Cancelled,Smith Ltd,ppatel@miller-williams.biz,36,No,0
ORD13281,2025-02-04,2025-02-05,CUST272,Angela Mcconnell,Home Office,PROD11630,Headphones,Electronics,North,South Dakota,Gardnerborough,3,43195,25,97188.75,83513.12,13675.63,Cash,Cancelled,Daniels-Hardy,joseph35@thompson.com,30,No,0
ORD13282,2025-03-11,2025-03-12,CUST151,Destiny Mcfarland,Consumer,PROD15650,File Folder,Office Supplies,West,North Dakota,North Carmen,7,616,5,4096.4,2647.7,1448.7,UPI,Pending,Sanchez PLC,anthonycowan@gonzales.com,35,No,0
ORD13283,2024-05-28,2024-05-29,CUST588,Terri Lopez,Home Office,PROD17886,Cooking Oil,Grocery,North,Mississippi,Sharishire,2,278,0,556.0,425.59,130.41,Net Banking,Pending,Cannon-Bartlett,levi34@franklin-wolf.org,4,Yes,24
ORD13284,2025-02-08,2025-02-15,CUST109,Ryan Chandler,Corporate,PROD11587,Pen,Office Supplies,North,Pennsylvania,Dylanchester,8,1242,15,8445.6,5711.9,2733.7,UPI,Cancelled,White-Graham,newmanalyssa@powell.net,35,No,0
ORD13285,2026-01-24,2026-01-25,CUST827,Todd Horton,Home Office,PROD14551,Rice Bag,Grocery,North,Tennessee,Lanceborough,4,707,5,2686.6,2152.71,533.89,UPI,Cancelled,"Stark, Rubio and Lee",fdickerson@johnson-reid.com,47,No,0
ORD13286,2024-10-21,2024-10-27,CUST767,Melanie Watson,Corporate,PROD13489,Pen,Office Supplies,North,Alabama,Brandonbury,4,1545,25,4635.0,3221.22,1413.78,Net Banking,Returned,"Ellis, Lambert and Wood",christopher15@fuller.biz,15,No,0
ORD13287,2026-02-17,2026-02-22,CUST913,Michele Garcia,Consumer,PROD11943,Sofa,Furniture,East,Utah,North John,2,12846,0,25692.0,15580.82,10111.18,Credit Card,Pending,Garcia LLC,smithjoseph@copeland.net,31,No,0
ORD13288,2025-12-31,2026-01-01,CUST175,Erika Pennington,Consumer,PROD16032,Cooking Oil,Grocery,West,Texas,East Johnfurt,6,957,15,4880.7,3751.74,1128.96,Credit Card,Returned,Wilcox-French,khenderson@dunn.com,18,No,0
ORD13289,2024-06-23,2024-06-25,CUST199,Clinton Lee,Home Office,PROD12228,Pen,Office Supplies,East,Delaware,Jonesmouth,4,905,15,3077.0,2030.84,1046.16,Net Banking,Returned,Hess-Miller,franklinkatie@davis.com,8,Yes,48
ORD13290,2024-09-17,2024-09-18,CUST600,Katherine Gonzalez,Home Office,PROD14811,Moniter,Electronics,West,Maryland,Molinaton,3,37238,15,94956.9,81769.0,13187.9,Cash,Delivered,Olson-Williams,snyderbrooke@austin-allen.org,26,No,0
ORD13291,2024-05-30,2024-06-05,CUST677,Nathaniel Fernandez,Home Office,PROD16009,Sugar,Grocery,North,Georgia,Jacksonbury,1,296,10,266.4,226.28,40.12,Net Banking,Delivered,Mullins Inc,daniellejarvis@henderson-costa.net,39,No,0
ORD13292,2025-07-04,2025-07-08,CUST952,Amanda Johnson,Home Office,PROD16124,Dining Table,Furniture,East,Tennessee,New Mark,2,8555,20,13688.0,7777.94,5910.06,Credit Card,Pending,Smith Ltd,douglas17@horn.com,34,No,0
ORD13293,2026-02-20,2026-02-25,CUST132,Caitlin Williams,Consumer,PROD17574,Keyboard,Electronics,South,Oregon,Garyview,2,29183,20,46692.8,38908.75,7784.05,Cash,Delivered,Mendoza-Bullock,andrewmcguire@guerra.com,38,No,0
ORD13294,2025-10-17,2025-10-23,CUST754,Richard Li PhD,Home Office,PROD12470,Laptop,Electronics,North,Connecticut,New Leah,5,13757,0,68785.0,58022.02,10762.98,UPI,Pending,Wright-Munoz,timothy44@mcintyre-tucker.info,32,No,0
ORD13295,2024-09-05,2024-09-07,CUST661,Susan Moore,Corporate,PROD15566,Headphones,Electronics,West,South Carolina,Sarahhaven,3,29312,5,83539.2,72763.4,10775.8,Credit Card,Delivered,Garza PLC,erinnorton@powers.com,8,Yes,48
ORD13296,2026-03-05,2026-03-10,CUST687,Deborah Garrison MD,Consumer,PROD18401,Mouse,Electronics,South,Texas,Lake Thomasview,8,34033,20,217811.2,188342.97,29468.23,Credit Card,Pending,"Douglas, Edwards and Jackson",velasquezjill@friedman.com,45,No,0
ORD13297,2025-10-11,2025-10-17,CUST950,Amanda Perry,Consumer,PROD12245,Mouse,Electronics,South,Maryland,West Thomas,9,39461,20,284119.2,232820.62,51298.58,Net Banking,Cancelled,Meyer-Lopez,lmiddleton@bennett.net,19,No,0
ORD13298,2025-07-22,2025-07-26,CUST486,Jessica Burnett,Consumer,PROD12274,Dining Table,Furniture,North,Arkansas,Jordanville,4,7936,10,28569.6,20529.19,8040.41,UPI,Cancelled,Farmer Ltd,christopher00@benjamin-kramer.info,22,No,0
ORD13299,2026-03-13,2026-03-16,CUST420,Marco Hernandez,Consumer,PROD12430,Mouse,Electronics,North,Georgia,South Elizabeth,3,49165,10,132745.5,108741.65,24003.85,UPI,Cancelled,Bird LLC,grahamnicholas@guzman-fleming.com,11,No,0
ORD13300,2024-04-17,2024-04-23,CUST770,Jessica Johnson,Consumer,PROD17781,Mouse,Electronics,West,Washington,Floydshire,3,30286,10,81772.2,70637.41,11134.79,Credit Card,Pending,Dodson-Hill,sandovalsarah@young.com,31,No,0
ORD13301,2025-08-30,2025-09-06,CUST749,Todd Torres,Home Office,PROD19364,Snacks,Grocery,North,Delaware,New Nicholas,4,779,0,3116.0,2590.75,525.25,UPI,Returned,Perez PLC,melissa64@contreras.com,19,No,0
ORD13302,2026-01-18,2026-01-23,CUST362,Jacob White,Home Office,PROD13533,Juice Pack,Grocery,South,West Virginia,Ericstad,7,850,25,4462.5,3575.74,886.76,Cash,Returned,Jones Inc,ericksonjeff@collins-fernandez.biz,12,No,0
ORD13303,2024-07-26,2024-08-02,CUST460,Justin Campbell,Consumer,PROD13130,Sugar,Grocery,East,Maryland,Chanton,5,263,25,986.25,847.37,138.88,Cash,Returned,Carlson Ltd,mlittle@suarez-willis.com,47,No,0
ORD13304,2024-11-14,2024-11-17,CUST580,Brian Hopkins,Home Office,PROD13702,Calculater,Office Supplies,North,Connecticut,Melissaville,8,984,0,7872.0,4812.13,3059.87,UPI,Delivered,Carter-Collins,terryrebecca@chapman.com,38,No,0
ORD13305,2024-07-31,2024-08-07,CUST597,Angela Lee,Home Office,PROD15697,Headphones,Electronics,North,Alabama,Longton,8,13641,0,109128.0,87586.91,21541.09,Cash,Returned,"Williams, Gonzales and Watson",rstewart@nixon.com,48,No,0
ORD13306,2025-03-04,2025-03-09,CUST421,Kelli Griffin,Home Office,PROD13607,Moniter,Electronics,North,Illinois,Diazborough,8,16887,15,114831.6,108286.41,6545.19,Net Banking,Pending,Miller and Sons,wlucas@hill.com,43,No,0
ORD13307,2024-06-13,2024-06-17,CUST290,Kevin Richardson,Home Office,PROD17384,Mouse,Electronics,North,North Dakota,Port Gloria,6,42577,15,217142.7,184301.38,32841.32,Net Banking,Returned,Briggs PLC,burnsrandall@davis.com,15,No,0
ORD13308,2024-12-21,2024-12-27,CUST767,Kathryn Hardin,Consumer,PROD13799,Mouse,Electronics,South,Florida,Myerston,5,48190,20,192760.0,164093.8,28666.2,Credit Card,Returned,"Huang, Anderson and Brown",kristinwilliams@mccullough-sanchez.com,26,No,0
ORD13309,2024-06-09,2024-06-12,CUST436,Ruben Skinner,Consumer,PROD14080,Cooking Oil,Grocery,East,Wisconsin,Wallerbury,5,51,25,191.25,161.72,29.53,Cash,Returned,Adams Inc,spenceandrea@robinson.com,21,No,0
